City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Vanimo,PG,2020-12-02 02:20:45,-2.67,141.3,80.89,84,100,4.97
306,Iqaluit,CA,2020-12-02 02:20:46,63.75,-68.51,14.0,72,75,9.17
307,Svetlaya,RU,2020-12-02 02:20:46,46.54,138.33,20.61,80,0,5.17
308,Alice Springs,AU,2020-12-02 02:19:31,-23.7,133.88,82.0,21,75,14.99
309,Sao Benedito Do Rio Preto,BR,2020-12-02 02:20:46,-3.33,-43.53,74.77,95,74,3.2
310,Ranong,TH,2020-12-02 02:20:46,9.97,98.63,77.0,94,75,2.24
311,Tshela,CD,2020-12-02 02:20:46,-4.98,12.93,74.89,95,100,1.63
312,Bagdarin,RU,2020-12-02 02:20:46,54.43,113.6,3.99,84,48,4.61
313,Shitkino,RU,2020-12-02 02:20:46,56.37,98.35,6.64,94,97,5.44
314,Beyneu,KZ,2020-12-02 02:20:46,45.32,55.2,18.88,95,0,13.27
315,Carutapera,BR,2020-12-02 02:20:46,-1.2,-46.02,76.96,89,98,4.21
316,Bartica,GY,2020-12-02 02:20:47,6.4,-58.62,77.0,94,20,4.7
317,Venado Tuerto,AR,2020-12-02 02:20:47,-33.75,-61.97,66.0,60,6,1.01
318,Tamandare,BR,2020-12-02 02:20:47,-8.76,-35.1,77.2,81,38,7.83
319,Vila Velha,BR,2020-12-02 02:20:47,-20.33,-40.29,78.01,83,0,11.41
320,Asyut,EG,2020-12-02 02:20:47,27.18,31.18,50.0,66,0,3.15
321,Marystown,CA,2020-12-02 02:20:48,47.17,-55.15,42.46,89,100,16.78
322,Yulara,AU,2020-12-02 02:20:48,-25.24,130.99,80.6,22,90,19.46
323,Huarmey,PE,2020-12-02 02:20:48,-10.07,-78.15,66.9,80,100,7.65
324,Madang,PG,2020-12-02 02:20:48,-5.22,145.8,77.68,89,98,1.77
325,Pacific Grove,US,2020-12-02 02:20:48,36.62,-121.92,52.0,87,1,3.36
326,Samastipur,IN,2020-12-02 02:20:48,25.85,85.78,64.36,40,0,4.65
327,Mahibadhoo,MV,2020-12-02 02:20:48,3.78,72.97,83.08,71,75,10.83
328,Guangyuan,CN,2020-12-02 02:20:48,32.44,105.82,46.0,99,89,11.01
329,Presidencia Roque Saenz Pena,AR,2020-12-02 02:20:48,-26.79,-60.44,79.0,80,6,4.27
330,San Miguel,SV,2020-12-02 02:16:05,13.48,-88.18,73.35,82,0,2.77
331,Lichinga,MZ,2020-12-02 02:20:49,-13.31,35.24,66.2,82,75,5.82
332,Prado,BR,2020-12-02 02:20:49,-17.34,-39.22,76.44,86,1,11.97
333,Tabou,CI,2020-12-02 02:20:49,4.42,-7.35,77.68,85,55,4.7
334,Tezu,IN,2020-12-02 02:20:49,27.92,96.17,68.72,36,0,0.63
335,Moose Factory,CA,2020-12-02 02:20:49,51.26,-80.61,21.2,92,75,8.05
336,Sindor,RU,2020-12-02 02:20:49,62.86,51.89,20.32,97,100,8.68
337,Balabac,PH,2020-12-02 02:20:49,7.99,117.06,83.26,75,100,11.81
338,Neverkino,RU,2020-12-02 02:20:49,52.79,46.74,5.4,92,0,6.85
339,Airai,TL,2020-12-02 02:20:49,-8.93,125.41,77.2,64,86,1.79
340,Ibb,YE,2020-12-02 02:20:49,13.97,44.18,58.84,83,33,0.51
341,Bambanglipuro,ID,2020-12-02 02:20:49,-7.95,110.28,84.9,65,76,1.88
342,Goderich,CA,2020-12-02 02:20:50,43.75,-81.72,33.8,86,100,21.92
343,Miyoshi,JP,2020-12-02 02:20:50,35.08,137.07,55.99,66,40,10.29
344,Tual,ID,2020-12-02 02:20:50,-5.67,132.75,83.37,69,46,2.71
345,Itupiranga,BR,2020-12-02 02:20:50,-5.13,-49.33,76.51,84,25,1.72
346,Port Macquarie,AU,2020-12-02 02:20:50,-31.43,152.92,84.0,69,68,20.8
347,Kurilsk,RU,2020-12-02 02:20:50,45.23,147.88,29.37,91,100,18.3
348,Porto Novo,BJ,2020-12-02 02:20:50,6.5,2.6,78.69,87,11,6.02
349,Shimoda,JP,2020-12-02 02:20:50,34.67,138.95,53.6,76,75,21.92
350,Lipin Bor,RU,2020-12-02 02:20:50,60.26,37.98,28.47,97,100,11.9
351,San Quintin,MX,2020-12-02 02:19:56,30.48,-115.95,60.53,65,0,6.35
352,Talnakh,RU,2020-12-02 02:20:50,69.49,88.4,24.8,100,90,24.61
353,Gagino,RU,2020-12-02 02:20:50,55.23,45.03,14.68,95,98,7.29
354,Charters Towers,AU,2020-12-02 02:20:51,-20.1,146.27,95.58,31,34,13.27
355,Shelburne,CA,2020-12-02 02:20:51,44.08,-80.2,28.99,95,100,17.83
356,Gazalkent,UZ,2020-12-02 02:20:51,41.56,69.77,41.0,56,20,6.93
357,Vero Beach,US,2020-12-02 02:20:51,27.64,-80.4,46.99,70,1,9.17
358,Dongying,CN,2020-12-02 02:20:51,37.46,118.49,33.84,92,100,8.03
359,Broken Hill,AU,2020-12-02 02:20:51,-31.95,141.43,59.0,51,75,17.22
360,Cherskiy,RU,2020-12-02 02:20:51,68.75,161.3,-16.71,87,1,6.64
361,Marsa Matruh,EG,2020-12-02 02:20:51,31.35,27.25,53.6,87,0,2.44
362,Mwene-Ditu,CD,2020-12-02 02:20:51,-7.0,23.45,65.26,99,100,2.17
363,Artyom,AZ,2020-12-02 02:20:51,40.47,50.33,35.6,100,0,2.24
364,Vao,NC,2020-12-02 02:20:52,-22.67,167.48,73.98,70,12,11.05
365,Southbridge,US,2020-12-02 02:16:56,42.08,-72.03,42.01,54,3,11.52
366,Berea,US,2020-12-02 02:18:40,41.37,-81.85,34.0,86,90,14.99
367,Juneau,US,2020-12-02 02:16:18,58.3,-134.42,48.2,87,90,32.21
368,Coffs Harbour,AU,2020-12-02 02:20:52,-30.3,153.13,89.01,58,40,4.7
369,Okhotsk,RU,2020-12-02 02:20:52,59.38,143.3,-8.43,85,1,17.43
370,Minsk,BY,2020-12-02 02:17:33,53.9,27.57,24.8,100,75,2.24
371,Bilibino,RU,2020-12-02 02:20:52,68.05,166.44,-17.12,85,6,1.63
372,Nivala,FI,2020-12-02 02:20:52,63.92,24.97,26.01,95,10,1.99
373,Mount Gambier,AU,2020-12-02 02:20:52,-37.83,140.77,59.0,51,90,14.99
374,Whitehorse,CA,2020-12-02 02:18:04,60.72,-135.05,33.8,94,90,20.8
375,Manono,CD,2020-12-02 02:20:52,-7.3,27.42,69.89,95,100,0.49
376,Bongandanga,CD,2020-12-02 02:20:53,1.5,21.05,71.17,66,97,1.34
377,Druzhba,UA,2020-12-02 02:20:53,52.04,33.95,27.77,98,100,8.7
378,Ngunguru,NZ,2020-12-02 02:20:53,-35.62,174.5,64.54,75,66,12.28
379,Torbay,CA,2020-12-02 02:20:53,47.67,-52.73,44.01,93,90,21.92
380,Sao Lourenco Do Sul,BR,2020-12-02 02:20:53,-31.37,-51.98,68.0,81,6,4.0
381,Dawlatabad,AF,2020-12-02 02:20:53,36.41,64.91,41.31,61,56,2.28
382,Olafsvik,IS,2020-12-02 02:20:53,64.89,-23.71,29.53,96,100,30.11
383,Tuatapere,NZ,2020-12-02 02:20:53,-46.13,167.68,60.01,55,62,17.0
384,Havelock,US,2020-12-02 02:20:53,34.88,-76.9,42.01,65,1,9.17
385,Bolotnoye,RU,2020-12-02 02:20:53,55.67,84.4,-1.1,93,82,5.84
386,Donna,US,2020-12-02 02:19:29,26.17,-98.05,64.0,63,90,4.7
387,Marfino,RU,2020-12-02 02:20:53,55.7,37.38,28.4,86,90,2.24
388,Dukat,RU,2020-12-02 02:20:54,62.55,155.55,-0.54,84,0,5.39
389,Pozo Colorado,PY,2020-12-02 02:20:54,-23.49,-58.8,79.05,71,36,5.61
390,Victoria Point,AU,2020-12-02 02:20:54,-27.58,153.3,89.01,66,20,19.46
391,Kamariotissa,GR,2020-12-02 02:20:54,40.48,25.47,44.6,65,20,5.82
392,Nemuro,JP,2020-12-02 02:20:54,43.32,145.57,32.0,85,40,4.7
393,Scottsbluff,US,2020-12-02 02:20:54,41.87,-103.67,33.8,50,90,19.46
394,Louis Trichardt,ZA,2020-12-02 02:20:54,-23.04,29.9,66.43,80,5,10.16
395,Chake Chake,TZ,2020-12-02 02:20:54,-5.25,39.77,77.68,89,100,8.12
396,Cairns,AU,2020-12-02 02:20:22,-16.92,145.77,89.6,62,75,12.75
397,Vesoul,FR,2020-12-02 02:20:55,47.58,5.83,36.0,95,90,2.24
398,Bria,CF,2020-12-02 02:20:55,6.54,21.99,66.34,27,0,3.76
399,Jacksonville,US,2020-12-02 02:19:49,30.33,-81.66,46.0,48,1,6.93
400,Hualmay,PE,2020-12-02 02:20:55,-11.1,-77.61,66.49,81,100,6.73
401,Anju,KP,2020-12-02 02:18:05,39.62,125.66,32.88,71,100,4.0
402,Varangaon,IN,2020-12-02 02:20:55,21.02,75.9,66.96,57,0,6.04
403,Morwell,AU,2020-12-02 02:20:55,-38.23,146.4,61.0,59,28,8.01
404,Tovste,UA,2020-12-02 02:20:55,48.85,25.73,23.95,96,0,4.81
405,Lianran,CN,2020-12-02 02:20:55,24.92,102.48,55.0,93,75,11.18
406,Hirara,JP,2020-12-02 02:20:55,24.8,125.28,75.2,73,75,18.34
407,Svecha,RU,2020-12-02 02:20:55,58.28,47.52,17.17,94,100,8.99
408,Sulangan,PH,2020-12-02 02:20:56,11.14,123.72,82.92,78,100,7.9
409,Sobolevo,RU,2020-12-02 02:20:56,54.43,31.9,25.61,98,89,6.55
410,Rocha,UY,2020-12-02 02:20:56,-34.48,-54.33,58.5,89,0,8.99
411,Clarence Town,AU,2020-12-02 02:20:56,-32.58,151.78,73.99,73,75,16.11
412,Fairlie,GB,2020-12-02 02:20:56,55.76,-4.86,48.99,93,90,9.17
413,Bull Savanna,JM,2020-12-02 02:20:56,17.89,-77.59,73.45,81,32,4.92
414,Medicine Hat,CA,2020-12-02 02:20:56,50.05,-110.67,26.01,79,5,5.82
415,Rolante,BR,2020-12-02 02:20:56,-29.65,-50.58,70.0,83,5,3.36
416,Paranga,RU,2020-12-02 02:20:56,56.7,49.4,12.07,94,100,8.81
417,Fecamp,FR,2020-12-02 02:20:57,49.76,0.37,46.4,70,90,10.29
418,Jizan,SA,2020-12-02 02:16:31,17.33,42.67,78.8,83,20,2.73
419,Manama,BH,2020-12-02 02:20:57,26.22,50.58,73.4,78,0,3.36
420,Auki,SB,2020-12-02 02:20:57,-8.77,160.7,85.28,71,73,2.24
421,Waingapu,ID,2020-12-02 02:20:57,-9.66,120.26,86.94,61,68,3.11
422,Comodoro Rivadavia,AR,2020-12-02 02:20:48,-45.87,-67.5,64.4,34,20,11.41
423,Sirsi,IN,2020-12-02 02:20:57,14.62,74.85,65.1,82,100,8.86
424,Mao,ES,2020-12-02 02:20:57,39.89,4.27,50.0,93,75,10.29
425,Semporna,MY,2020-12-02 02:20:57,4.48,118.61,84.2,79,20,2.24
426,Lalmohan,BD,2020-12-02 02:20:58,22.34,90.74,71.2,63,0,5.7
427,Tadine,NC,2020-12-02 02:20:58,-21.55,167.88,79.18,60,9,9.57
428,Rawlins,US,2020-12-02 02:20:58,41.79,-107.24,21.0,79,90,6.93
429,Mocuba,MZ,2020-12-02 02:20:58,-16.84,36.99,73.94,94,100,2.91
430,Lerwick,GB,2020-12-02 02:20:58,60.15,-1.15,48.2,93,100,19.46
431,Mission Bend,US,2020-12-02 02:20:58,29.69,-95.66,57.2,71,1,8.05
432,Qianan,CN,2020-12-02 02:20:58,44.99,124.06,10.29,91,0,9.13
433,Kavaratti,IN,2020-12-02 02:20:58,10.57,72.64,82.72,70,94,12.48
434,Poum,NC,2020-12-02 02:20:58,-20.23,164.02,77.77,68,0,17.81
435,Pechenga,RU,2020-12-02 02:20:58,69.53,31.17,19.4,85,59,11.41
436,Guayaramerin,BO,2020-12-02 02:20:59,-10.84,-65.36,72.52,95,100,2.93
437,Columbus,US,2020-12-02 02:16:02,39.96,-83.0,32.0,92,90,17.22
438,Zhigansk,RU,2020-12-02 02:20:59,66.77,123.37,-11.15,89,100,20.02
439,Belmonte,BR,2020-12-02 02:20:59,-15.86,-38.88,77.0,83,20,6.93
440,Sitangkai,PH,2020-12-02 02:20:59,4.66,119.39,81.82,81,100,13.49
441,Changji,CN,2020-12-02 02:20:59,44.02,87.32,14.0,92,75,2.24
442,Heerenveen,NL,2020-12-02 02:20:59,52.95,5.93,42.01,91,69,3.0
443,Boca Do Acre,BR,2020-12-02 02:20:59,-8.75,-67.4,80.17,65,80,1.12
444,Tulun,RU,2020-12-02 02:20:59,54.56,100.58,12.49,95,99,2.77
445,Nelson Bay,AU,2020-12-02 02:20:59,-32.72,152.15,73.99,73,75,16.11
446,Dehloran,IR,2020-12-02 02:20:59,32.69,47.27,61.81,50,100,11.34
447,Jiangmen,CN,2020-12-02 02:20:05,22.58,113.08,68.0,73,0,1.99
448,Port Hawkesbury,CA,2020-12-02 02:21:00,45.62,-61.35,55.99,87,90,18.34
449,Vestmannaeyjar,IS,2020-12-02 02:21:00,63.44,-20.27,39.16,73,96,22.55
450,Paita,PE,2020-12-02 02:21:00,-5.09,-81.11,66.69,82,76,13.29
451,Olinda,BR,2020-12-02 02:21:00,-8.01,-34.86,78.8,74,40,9.17
452,Qandala,SO,2020-12-02 02:21:00,11.47,49.87,77.14,74,5,3.18
453,Woodland,US,2020-12-02 02:21:00,38.68,-121.77,57.0,57,1,3.65
454,Goulburn,AU,2020-12-02 02:21:00,-34.75,149.72,77.0,30,72,7.52
455,Riberalta,BO,2020-12-02 02:21:00,-10.98,-66.1,72.63,93,100,1.63
456,Springdale,US,2020-12-02 02:21:00,36.19,-94.13,42.8,35,1,4.7
457,Kieta,PG,2020-12-02 02:21:01,-6.22,155.63,87.17,60,100,5.86
458,Iguape,BR,2020-12-02 02:21:01,-24.71,-47.56,73.54,89,96,6.4
459,Faya,SA,2020-12-02 02:21:01,18.39,42.45,51.8,100,0,3.09
460,Adrar,MR,2020-12-02 02:21:01,20.5,-10.07,75.49,19,88,9.17
461,Jiuquan,CN,2020-12-02 02:21:01,39.74,98.52,17.29,95,90,4.14
462,Narsaq,GL,2020-12-02 02:21:01,60.92,-46.05,12.2,51,4,8.05
463,Sivas,TR,2020-12-02 02:21:02,39.79,37.0,35.6,93,75,12.75
464,Svetlogorsk,BY,2020-12-02 02:21:02,52.63,29.73,29.79,97,100,8.1
465,Deniliquin,AU,2020-12-02 02:21:02,-35.53,144.97,73.99,28,0,10.71
466,Rawson,AR,2020-12-02 02:21:02,-43.3,-65.1,67.95,30,100,18.84
467,Rapid Valley,US,2020-12-02 02:21:02,44.06,-103.15,34.0,55,90,26.4
468,Hong Gai,VN,2020-12-02 02:21:02,20.96,107.09,66.2,77,95,6.93
469,Mundo Nuevo,MX,2020-12-02 02:21:02,18.7,-95.5,71.55,83,100,5.3
470,Aripuana,BR,2020-12-02 02:21:02,-9.17,-60.63,75.4,85,100,1.72
471,Baruun-Urt,MN,2020-12-02 02:21:02,46.68,113.28,4.44,89,3,8.95
472,Ler,SS,2020-12-02 02:21:02,8.3,30.14,71.73,29,13,4.63
473,Tyrma,RU,2020-12-02 02:21:03,50.08,132.17,6.55,87,95,3.49
474,Tomatlan,MX,2020-12-02 02:21:03,19.93,-105.25,73.6,83,88,1.77
475,Igurubi,TZ,2020-12-02 02:21:03,-4.0,33.7,72.32,76,100,2.35
476,Sept-Iles,CA,2020-12-02 02:18:17,50.2,-66.38,44.01,100,100,3.36
477,Mukhen,RU,2020-12-02 02:21:03,48.1,136.1,13.26,86,92,11.34
478,Adilcevaz,TR,2020-12-02 02:21:03,38.8,42.73,30.2,92,75,2.24
479,Jasper,US,2020-12-02 02:21:03,37.2,-94.35,44.6,39,1,9.17
480,Novoagansk,RU,2020-12-02 02:21:03,61.94,76.66,9.63,95,100,11.81
481,Kutum,SD,2020-12-02 02:21:03,14.2,24.67,56.66,33,0,5.57
482,Beringovskiy,RU,2020-12-02 02:21:03,63.05,179.32,-1.03,93,99,10.09
483,Anloga,GH,2020-12-02 02:21:04,5.79,0.9,80.6,88,20,4.7
484,Shenjiamen,CN,2020-12-02 02:21:04,29.96,122.3,56.17,71,99,16.4
485,Panguna,PG,2020-12-02 02:21:04,-6.32,155.48,83.16,63,100,2.66
486,Sydney,AU,2020-12-02 02:20:48,-33.87,151.21,70.0,68,75,14.99
487,Port-Gentil,GA,2020-12-02 02:21:04,-0.72,8.78,79.52,83,100,13.04
488,Saint George,US,2020-12-02 02:19:27,37.1,-113.58,50.0,19,1,19.46
489,Lusambo,CD,2020-12-02 02:21:04,-4.97,23.45,70.29,96,100,1.83
490,Mimongo,GA,2020-12-02 02:21:04,-1.62,11.61,69.69,95,100,3.36
491,Kulhudhuffushi,MV,2020-12-02 02:21:04,6.62,73.07,82.35,75,98,8.25
492,Kibala,TD,2020-12-02 02:21:05,9.11,18.35,66.2,82,0,3.04
493,Togur,RU,2020-12-02 02:21:05,58.36,82.83,4.01,95,79,5.21
494,Peniche,PT,2020-12-02 02:21:05,39.36,-9.38,53.01,90,98,6.93
495,Catuday,PH,2020-12-02 02:21:05,16.29,119.81,81.59,77,100,18.45
496,Banda Aceh,ID,2020-12-02 02:21:05,5.56,95.32,82.42,74,80,3.76
497,Celestun,MX,2020-12-02 02:21:05,20.87,-90.4,70.95,74,24,13.91
498,Cap Malheureux,MU,2020-12-02 02:21:05,-19.98,57.61,77.0,89,2,3.0
499,Sibi,PK,2020-12-02 02:21:05,29.54,67.88,57.52,46,0,1.43
500,Clyde River,CA,2020-12-02 02:21:06,70.47,-68.59,12.2,78,40,9.17
501,Iberia,US,2020-12-02 02:21:06,29.95,-91.75,42.01,93,1,6.02
502,Athabasca,CA,2020-12-02 02:21:06,54.72,-113.29,28.4,58,0,6.93
503,Yumen,CN,2020-12-02 02:21:06,40.28,97.2,13.91,94,98,8.86
504,Northam,GB,2020-12-02 02:21:06,51.03,-4.22,46.99,92,74,5.64
505,Constitucion,CL,2020-12-02 02:21:06,-35.33,-72.42,52.63,79,0,15.97
506,Campestre,BR,2020-12-02 02:21:06,-21.71,-46.25,64.18,91,14,0.94
507,Zhezkazgan,KZ,2020-12-02 02:21:06,47.8,67.71,3.38,90,0,11.45
508,Barmer,IN,2020-12-02 02:21:06,25.75,71.38,63.0,28,13,5.06
509,Husavik,IS,2020-12-02 02:19:03,66.04,-17.34,39.2,64,75,9.17
510,Erzin,TR,2020-12-02 02:17:06,36.96,36.2,53.6,87,75,11.41
511,Takoradi,GH,2020-12-02 02:21:06,4.88,-1.76,78.17,85,11,6.46
512,Walvis Bay,NA,2020-12-02 02:21:06,-22.96,14.51,55.99,93,1,9.17
513,Chernyshevskiy,RU,2020-12-02 02:21:07,63.01,112.47,7.38,94,100,13.71
514,Devils Lake,US,2020-12-02 02:17:42,48.11,-98.87,26.6,79,1,6.93
515,Carauari,BR,2020-12-02 02:21:07,-4.88,-66.9,76.28,84,30,1.19
516,Sibolga,ID,2020-12-02 02:17:16,1.74,98.78,83.03,68,100,0.81
517,Leshukonskoye,RU,2020-12-02 02:21:07,64.9,45.76,27.68,97,100,9.06
518,Lamu,KE,2020-12-02 02:21:07,-2.27,40.9,80.6,83,1,12.17
519,Zamora,EC,2020-12-02 02:21:07,-4.07,-78.96,68.13,72,100,2.98
520,Lardos,GR,2020-12-02 02:21:07,36.09,28.02,60.01,82,40,3.76
521,Phalodi,IN,2020-12-02 02:21:07,27.13,72.37,63.23,27,86,5.41
522,Tucuman,AR,2020-12-02 02:20:14,-26.82,-65.22,75.2,78,40,5.82
523,Flin Flon,CA,2020-12-02 02:21:07,54.77,-101.86,19.94,97,89,7.2
524,Waterloo,CA,2020-12-02 02:21:07,43.47,-80.52,28.4,92,90,16.11
525,Rovinj,HR,2020-12-02 02:21:07,45.08,13.64,39.99,66,40,21.92
526,Ponta Delgada,PT,2020-12-02 02:21:08,37.73,-25.67,60.8,87,75,23.04
527,Urumqi,CN,2020-12-02 02:21:08,43.8,87.6,14.0,92,75,2.24
528,Rosa Zarate,EC,2020-12-02 02:21:08,0.33,-79.47,74.61,87,94,2.51
529,Samsun,TR,2020-12-02 02:19:31,41.25,36.33,46.4,87,75,2.24
530,Wad Rawah,SD,2020-12-02 02:21:08,15.16,33.14,64.49,26,0,11.3
531,Groningen,NL,2020-12-02 02:19:59,53.25,6.75,42.01,93,90,6.93
532,San Patricio,US,2020-12-02 02:21:05,28.02,-97.52,60.01,82,20,9.17
533,Amapa,BR,2020-12-02 02:21:08,1.0,-52.0,72.14,95,0,2.73
534,Nabire,ID,2020-12-02 02:16:13,-3.37,135.48,77.85,88,100,2.84
535,Innisfail,AU,2020-12-02 02:21:08,-17.53,146.03,84.24,75,67,9.42
536,Taltal,CL,2020-12-02 02:21:08,-25.4,-70.48,60.31,77,29,2.04
537,Llanes,ES,2020-12-02 02:21:08,43.42,-4.75,57.0,62,100,8.14
